advertiser,year,month,amount_usd,avisos,status
ANDES BREWING,2026,3,3948.86,24,verificado
ANDES BREWING,2026,5,575.88,3,verificado
ANDES VISION,2026,3,852.4,1,verificado
ANDINA MOTORES,2026,3,8.96,1,verificado
ANDINA MOTORES,2026,5,4.42,2,verificado
ANDINAVE,2026,2,413.53,5,verificado
ANDINAVE,2026,3,2196.73,18,verificado
ANDINAVE,2026,4,1407.71,7,verificado
ANDINAVE,2026,5,767.84,3,verificado
ANDRES BORBOR,2026,1,322.61,65,verificado
ANDRES BORBOR,2026,2,1409.57,284,verificado
ANDRES BORBOR,2026,3,2044.87,412,verificado
ANDRES BORBOR,2026,4,1433.53,394,verificado
ANDRES BORBOR,2026,5,40.02,11,verificado
ANDREWS,2026,2,6042.29,98,verificado
ANDREWS,2026,3,6374.69,280,verificado
ANDREWS,2026,5,22204.06,570,verificado
ANDREWS,2026,6,612.5,52,verificado
ANDY DESIGN,2026,3,164.54,1,verificado
ANIMALOPOLIS,2026,1,153.47,18,verificado
ANIMALOPOLIS,2026,2,93.79,11,verificado
ANIMALOPOLIS,2026,3,34.1,4,verificado
ANIMALOPOLIS,2026,4,1423.11,8,verificado
ANIMALOPOLIS,2026,5,123.2,8,verificado
ANIMALOPOLIS,2026,6,30.8,2,verificado
ANISA JABONERIA,2026,4,248.02,1,verificado
ANISA JABONERIA,2026,6,280.02,1,verificado
ANKAYLLI,2026,4,150.83,3,verificado
ANTAGONIC,2026,5,511.89,2,verificado
ANTI SOL,2026,2,44.1,1,verificado
ANTI SOL,2026,3,88.2,2,verificado
ANTI SOL,2026,4,44.1,1,verificado
ANTI SOL,2026,5,117.6,3,verificado
ANTOJO MANABITA,2026,2,325.78,26,verificado
ANTOJO MANABITA,2026,3,1102.64,88,verificado
ANTURIOS,2026,2,402.2,2,verificado
ANTURIOS,2026,3,329.07,2,verificado
ANTURIOS,2026,4,201.1,1,verificado
APARTEC,2026,4,286.8,1,verificado
APOLO DECOR,2026,3,6448.4,25,verificado
APOLO DECOR,2026,4,2728.17,8,verificado
APOLO DECOR,2026,5,4239.57,16,verificado
APPLE POINT,2026,3,164.54,1,verificado
APROBAL/CONAVE,2026,5,1415.7,1,verificado
APROFE,2026,3,148.8,20,verificado
APROFE,2026,4,1264.08,89,verificado
APROFE,2026,5,1180.8,82,verificado
APROFE,2026,6,115.2,8,verificado
APRONAX,2026,1,4.26,1,verificado
APRONAX,2026,2,6756.17,23,verificado
APRONAX,2026,3,8095.53,34,verificado
APRONAX,2026,4,7547.77,26,verificado
APRONAX,2026,5,33899.59,714,verificado
APRONAX,2026,6,5119.06,79,verificado
APYRAL,2026,3,4799.68,26,verificado
APYRAL,2026,4,977.41,4,verificado
APYRAL,2026,5,1279.73,5,verificado
AQUA SPA,2026,1,385.5,75,verificado
AQUA SPA,2026,2,274.05,54,verificado
AQUA SPA,2026,3,348.35,68,verificado
AQUA SPA,2026,4,770.0,82,verificado
AQUA SPA,2026,5,757.9,80,verificado
AQUA SPA,2026,6,52.8,6,verificado
AQUA Y SISTEMAS,2026,3,4607.46,2,verificado
AQUA Y SISTEMAS,2026,5,1415.7,1,verificado
AQUAGOLD,2026,3,120.01,5,verificado
AQUAGOLD,2026,5,70.0,2,verificado
AQUAGOLD,2026,6,70.0,2,verificado
AQUAXCEL,2026,3,416.03,2,verificado
AQUAXCEL,2026,4,496.04,2,verificado
AQUAXCEL,2026,5,1145.64,38,verificado
AQUEST S.A,2026,4,57.36,1,verificado
AQUILEA,2026,2,1800.13,6,verificado
AQUILEA,2026,4,402.2,2,verificado
ARCACONTINENTAL,2026,6,280.02,1,verificado
ARCAMIA,2026,3,866.16,5,verificado
ARCAMIA,2026,4,744.06,3,verificado
ARCAMIA,2026,5,2551.14,8,verificado
ARCAMIA,2026,6,280.02,1,verificado
ARCGOLD DEL ECUADOR S.A.,2026,3,784.4,2,verificado
ARCGOLD DEL ECUADOR S.A.,2026,4,2193.26,2,verificado
ARCUS DENTIS,2026,5,511.89,2,verificado
ARCUS VITTORIA,2026,2,1608.81,8,verificado
ARCUS VITTORIA,2026,3,5007.68,25,verificado
ARCUS VITTORIA,2026,4,3204.16,11,verificado
ARDELL,2026,4,1240.09,5,verificado
ARGOS TECNOLOGICO,2026,5,560.04,2,verificado
ARISATRANSPE S.A,2026,3,1768.5,1,verificado
ARKOPHARMA,2026,5,511.89,2,verificado
ARKOS SISTEMAS ARQUITECTONICOS,2026,4,496.04,2,verificado
ARKOVOX,2026,2,201.1,1,verificado
ARMABLES 3D,2026,2,1206.61,6,verificado
ARMATURA,2026,2,75.01,1,verificado
ARMATURA,2026,4,201.1,1,verificado
ARMOCAR,2026,1,330.08,45,verificado
ARMOCAR,2026,2,14.62,2,verificado
ARMONIA ESCUELA DE MUSICA,2026,2,402.2,2,verificado
ARMONICS CLINICA,2026,6,8.84,2,verificado
AROMAS DELUXE,2026,2,1707.73,8,verificado
ARQUETIKA,2026,3,965.25,1,verificado
ARQUIDIOCESIS DE CUENCA,2026,4,1013.6,1,verificado
ARQUIDIOCESIS DE GQUIL,2026,3,57.73,10,verificado
ARQUIDIOCESIS DE GQUIL,2026,4,509.28,26,verificado
ARQUIGAMA,2026,3,416.03,2,verificado
ARRIBA,2026,4,402.2,2,verificado
ARRIBA,2026,5,767.84,3,verificado
ARROZ EL COMPADRITO,2026,1,15.06,4,verificado
ARROZ EL COMPADRITO,2026,3,7.53,2,verificado
ARROZ PELUCON,2026,3,72.01,5,verificado
ARROZ PELUCON,2026,4,846.85,107,verificado
ARROZ PELUCON,2026,5,768.0,52,verificado
ARROZ PELUCON,2026,6,63.0,3,verificado
ARROZ SAN ISIDRO,2026,2,11991.33,50,verificado
ARROZ SAN ISIDRO,2026,3,12169.65,61,verificado
ARROZ SAN ISIDRO,2026,4,19258.53,75,verificado
ARROZ SAN ISIDRO,2026,5,19246.57,71,verificado
ARROZ SAN ISIDRO,2026,6,535.96,2,verificado
ARTEFACTA,2026,1,3391.25,397,verificado
ARTEFACTA,2026,2,6282.31,155,verificado
ARTEFACTA,2026,3,12383.48,745,verificado
ARTEFACTA,2026,4,19995.3,716,verificado
ARTEFACTA,2026,5,38640.03,1304,verificado
ARTEFACTA,2026,6,2513.9,89,verificado
ARTEMISA,2026,3,1686.49,10,verificado
ARTES HARO RODOLFO,2026,4,39.8,18,verificado
ARTES HARO RODOLFO,2026,5,68.54,31,verificado
ARTES HARO RODOLFO,2026,6,8.84,4,verificado
ARTESCO,2026,2,201.1,1,verificado
ARTESCO,2026,3,416.03,2,verificado
ARUBA,2026,3,233.87,3,verificado
ARUBA,2026,5,767.84,3,verificado
ASADERO SUPER IDOLO,2026,5,61.91,4,verificado
ASADERO SUPER IDOLO,2026,6,61.91,4,verificado
ASCENDA,2026,2,5242.81,17,verificado
ASCENDA,2026,3,8153.88,78,verificado
ASCENDA,2026,4,20265.32,360,verificado
ASCENDA,2026,5,23601.34,403,verificado
ASCENDA,2026,6,1967.66,48,verificado
ASEGURA DE UNA,2026,3,2632.58,16,verificado
ASEGURA DE UNA,2026,4,8446.16,27,verificado
ASEGURADORA DEL SUR C.A.,2026,1,46.89,11,verificado
ASEGURADORA DEL SUR C.A.,2026,2,1621.6,11,verificado
ASEGURADORA DEL SUR C.A.,2026,3,683.72,10,verificado
ASEGURADORA DEL SUR C.A.,2026,4,790.26,9,verificado
ASEGURADORA DEL SUR C.A.,2026,5,3389.11,13,verificado
ASEPXIA,2026,3,30597.35,1020,verificado
ASEPXIA,2026,4,45610.82,1156,verificado
ASEPXIA,2026,5,28068.65,555,verificado
ASESORIA MIGRATORIA,2026,1,18.6,1,verificado
ASESORIA MIGRATORIA,2026,2,390.6,21,verificado
ASESORIA MIGRATORIA,2026,3,93.0,5,verificado
ASEVIG CIA. LTDA,2026,4,614.8,1,verificado
ASHLEY,2026,4,248.02,1,verificado
ASHLEY,2026,6,280.02,1,verificado
ASHWAGANDHA,2026,1,24.59,2,verificado
ASHWAGANDHA,2026,2,3381.12,187,verificado
ASHWAGANDHA,2026,3,3626.7,157,verificado
ASHWAGANDHA,2026,4,2875.93,80,verificado
ASHWAGANDHA,2026,5,4170.18,102,verificado
ASHWAGANDHA,2026,6,57.94,2,verificado
ASIA CAR,2026,2,50.72,6,verificado
ASIA MOTORS,2026,6,280.02,1,verificado
ASIAUTO,2026,2,201.1,1,verificado
ASIAUTO,2026,3,1248.09,6,verificado
ASIMED LAB,2026,2,300.02,1,verificado
ASISTENCIA MEDICA ECUADOR,2026,1,12.15,13,verificado
ASISTENCIA MEDICA ECUADOR,2026,2,14.02,15,verificado
ASISTENCIA MEDICA ECUADOR,2026,3,10.28,11,verificado
ASISTENCIA MEDICA ECUADOR,2026,4,26.53,12,verificado
ASISTENCIA MEDICA ECUADOR,2026,5,30.96,14,verificado
ASISTENCIA MEDICA ECUADOR,2026,6,4.42,2,verificado
ASISVET,2026,1,210.83,17,verificado
ASISVET,2026,2,49.61,4,verificado
ASISVET,2026,3,198.42,16,verificado
ASISVET,2026,4,205.36,11,verificado
ASISVET,2026,5,130.68,7,verificado
ASISVET,2026,6,37.34,2,verificado
ASO. AVIADORES CIVILES ECUATORIANO,2026,4,376.43,1,verificado
ASO. DE ART. NAVIDEÑOS DIEGO DEL ALMAGRO,2026,4,175.5,1,verificado
ASO. DE BANCOS DEL ECUADOR (ASOBANCA),2026,2,3300.24,11,verificado
ASO. DE BANCOS DEL ECUADOR (ASOBANCA),2026,3,416.03,2,verificado
ASO. DE BANCOS DEL ECUADOR (ASOBANCA),2026,4,744.06,3,verificado
ASO. DE EX-ALUMNOS DEL COL. JAVIER,2026,2,430.2,2,verificado
ASO. DE FUTBOL DE SANTA ELENA,2026,6,372.08,1,verificado
ASO. NUEVE DE OCT.DE AUXILIOS MUTUOS GUA,2026,1,172.08,1,verificado
ASO. TRABAJ. DE PETROAMAZONAS,2026,5,591.52,2,verificado
ASSA,2026,1,11.85,2,verificado
ASSIST CARD,2026,2,221.23,1,verificado
ASTHETIC SPORT NUTRITION,2026,3,16.16,1,verificado
ASTROBET,2026,1,1789.93,96,verificado
ASTROBET,2026,2,2731.15,146,verificado
ASTROBET,2026,3,1370.69,109,verificado
ASTROBET,2026,4,835.6,113,verificado
ASTROBET,2026,5,2740.89,116,verificado
ASTROBET,2026,6,103.03,13,verificado
ASUS,2026,3,329.07,2,verificado
ATRIO DE MURANO,2026,2,402.2,2,verificado
ATTENZA,2026,4,965.25,1,verificado
ATUN MANABI,2026,4,1878.21,56,verificado
ATUN MANABI,2026,5,2497.56,73,verificado
ATUNTAQUI UNA NAVIDAD DE ESPERANZA,2026,1,12.53,1,verificado
AUDI,2026,2,2400.17,8,verificado
AUDI,2026,3,1248.09,6,verificado
AUDI,2026,4,248.02,1,verificado
AUDI,2026,5,1120.08,4,verificado
AUDIO MAX,2026,1,53558.17,1894,verificado
AUDIO SERVICIOS,2026,3,658.14,4,verificado
AUDIO SERVICIOS,2026,4,17327.88,64,verificado
AUDIO SERVICIOS,2026,5,19014.7,69,verificado
AUDIO SERVICIOS,2026,6,1096.0,4,verificado
AURAMOTIVE,2026,1,379.44,48,verificado
AURAMOTIVE,2026,2,584.97,74,verificado
AURAMOTIVE,2026,3,719.36,91,verificado
AURAMOTIVE,2026,4,1028.28,67,verificado
AUSTROGAS,2026,4,496.04,2,verificado
AUSTROGAS,2026,5,280.02,1,verificado
AUSUBEL HIGH SCHOOL,2026,2,965.25,1,verificado
AUTO ALVAREZ,2026,4,1608.79,5,verificado
AUTO REPUESTOS QUITO,2026,3,28.03,5,verificado
AUTOCABLES,2026,4,201.1,1,verificado
AUTOCAMBIO VERDESOTO,2026,5,651.65,9,verificado
AUTOCAMBIO VERDESOTO,2026,6,45.8,2,verificado
AUTOCOR,2026,2,201.1,1,verificado
AUTOCORNER,2026,4,789.59,62,verificado
AUTOLAND,2026,1,46.72,10,verificado
AUTOMALLAS,2026,1,38.41,2,verificado
AUTOMEKANO CIA. LTDA.,2026,3,59.96,4,verificado
AUTOMERCADO,2026,1,594.49,106,verificado
AUTOMERCADO,2026,2,1493.95,267,verificado
AUTOMERCADO,2026,3,493.61,3,verificado
AUTOMOTORES CONTINENTAL,2026,5,1004.26,83,verificado
AUTOMOTORES CONTINENTAL,2026,6,599.06,50,verificado
AUTOMOTORES DE LA SIERRA S.A,2026,1,59.25,10,verificado
AUTOMOTORES Y ANEXOS S.A.,2026,2,184.77,8,verificado
AUTOMOTORES Y ANEXOS S.A.,2026,3,1706.75,302,verificado
AUTOMOTORES Y ANEXOS S.A.,2026,4,2154.31,182,verificado
AUTOMOTORES Y ANEXOS S.A.,2026,5,719.28,2,verificado
AUTOMOTORES Y ANEXOS S.A.,2026,6,53.2,4,verificado
AUTOMOVIL CLUB DEL ECUADOR,2026,3,208.01,1,verificado
AUTOREPUESTOS QUITO,2026,3,327.01,44,verificado
AUTOREPUESTOS QUITO,2026,4,337.18,42,verificado
AUTORIDAD AEROPORTUARIA DE GUAYAQUIL,2026,1,98.76,12,verificado
AUTORIDAD AEROPORTUARIA DE GUAYAQUIL,2026,3,1086.36,132,verificado
AUTORIDAD AEROPORTUARIA DE GUAYAQUIL,2026,4,832.52,92,verificado
AUTORIDAD AEROPORTUARIA DE GUAYAQUIL,2026,5,1592.66,176,verificado
AUTORIDAD DE TRANSITO MUNICIPAL DE GQUIL,2026,1,2297.42,106,verificado
AUTORIDAD DE TRANSITO MUNICIPAL DE GQUIL,2026,2,2662.33,91,verificado
AUTORIDAD DE TRANSITO MUNICIPAL DE GQUIL,2026,3,1507.32,52,verificado
AUTORIDAD DE TRANSITO MUNICIPAL DE GQUIL,2026,4,1078.92,3,verificado
AUTORIDAD DE TRANSITO MUNICIPAL DE GQUIL,2026,5,1078.92,3,verificado
AUTOS JUAN SERRANO,2026,2,425.98,18,verificado
AUTOSKY,2026,3,208.01,1,verificado
AVANT,2026,1,10150.79,64,verificado
AVANT,2026,2,1608.81,8,verificado
AVANT,2026,3,16068.65,192,verificado
AVANT,2026,4,10889.37,117,verificado
AVANT,2026,5,30367.29,949,verificado
AVANT,2026,6,7.5,2,verificado
AVANTMED,2026,5,14.4,1,verificado
AVECAMPO,2026,1,2709.33,14,verificado
AVECAMPO,2026,2,15989.89,76,verificado
AVECAMPO,2026,3,5635.41,30,verificado
AVECAMPO,2026,4,10052.13,38,verificado
AVECAMPO,2026,5,6440.43,22,verificado
AVECAMPO,2026,6,560.04,2,verificado
AVENA POLACA,2026,1,489.69,34,verificado
AVENA POLACA,2026,2,792.14,55,verificado
AVENA POLACA,2026,3,964.97,67,verificado
AVENA POLACA,2026,4,1529.02,62,verificado
AVENA POLACA,2026,5,1071.0,51,verificado
AVENA POLACA,2026,6,126.0,6,verificado
AVENE,2026,2,600.04,2,verificado
AVENE,2026,3,624.04,3,verificado
AVENE,2026,4,248.02,1,verificado
AVENE,2026,5,560.04,2,verificado
AVENE,2026,6,280.02,1,verificado
AVI PAZ,2026,1,511.39,46,verificado
AVI PAZ,2026,2,447.99,40,verificado
AVI PAZ,2026,3,492.79,44,verificado
AVI PAZ,2026,4,520.79,46,verificado
AVI PAZ,2026,5,520.79,46,verificado
AVI PAZ,2026,6,44.8,4,verificado
AVIANCA,2026,1,8988.12,128,verificado
AVIANCA,2026,2,2254.56,16,verificado
AVIANCA,2026,3,1453.67,29,verificado
AVIANCA,2026,4,11752.55,409,verificado
AVIANCA,2026,5,6693.61,89,verificado
AVIANCA,2026,6,198.1,21,verificado
AVICOLA FERNANDEZ,2026,3,471.35,56,verificado
AVICOLA FERNANDEZ,2026,4,844.47,86,verificado
AVICOLA PEÑA HERRERA,2026,1,46.72,10,verificado
AVICOLA PEÑA HERRERA,2026,2,28.03,6,verificado
AVICOLA PEÑA HERRERA,2026,3,70.08,15,verificado
AVICOLA PEÑA HERRERA,2026,4,187.94,17,verificado
AVICOLA PEÑA HERRERA,2026,5,55.28,5,verificado
AVIS,2026,5,255.95,1,verificado
AVISAN,2026,3,493.61,3,verificado
AVISAN,2026,4,1005.51,5,verificado
AVISAN,2026,5,1791.62,7,verificado
AVISAN,2026,6,255.95,1,verificado
AVISOS CLASIFICADOS,2026,1,36583.81,84,verificado
AVISOS CLASIFICADOS,2026,2,36163.24,72,verificado
AVISOS CLASIFICADOS,2026,3,37176.46,76,verificado
AVISOS CLASIFICADOS,2026,4,40644.32,78,verificado
AVISOS CLASIFICADOS,2026,5,40687.47,82,verificado
AVISOS CLASIFICADOS,2026,6,2642.58,7,verificado
AVISOS JUDICIALES,2026,1,256142.73,219,verificado
AVISOS JUDICIALES,2026,2,281360.69,232,verificado
AVISOS JUDICIALES,2026,3,423225.4,327,verificado
AVISOS JUDICIALES,2026,4,331435.8,279,verificado
AVISOS JUDICIALES,2026,5,297768.54,262,verificado
AVISOS JUDICIALES,2026,6,57809.94,45,verificado
AVISOS MORTUORIOS,2026,1,7967.3,28,verificado
AVISOS MORTUORIOS,2026,2,3740.69,14,verificado
AVISOS MORTUORIOS,2026,3,7457.95,32,verificado
AVISOS MORTUORIOS,2026,4,4350.06,17,verificado
AVISOS MORTUORIOS,2026,5,6828.36,20,verificado
AVON,2026,5,511.89,2,verificado
AVON,2026,6,255.95,1,verificado
AWA NUTRITION,2026,3,1316.29,8,verificado
AWA NUTRITION,2026,4,1005.51,5,verificado
AXE,2026,2,31714.88,476,verificado
AXE,2026,3,37223.15,611,verificado
AXE,2026,4,19540.82,299,verificado
AXE,2026,5,204.83,6,verificado
AXION,2026,1,12945.42,478,verificado
AXION,2026,2,16012.06,437,verificado
AXION,2026,3,15616.85,507,verificado
AYMESA S.A.,2026,1,4077.26,440,verificado
AYMESA S.A.,2026,2,237.48,29,verificado
AYMESA S.A.,2026,3,1161.47,29,verificado
AYMESA S.A.,2026,4,969.83,4,verificado
AZUCAR VALDEZ,2026,4,1957.33,5,verificado
B. CUERPO BOMBEROS DE SAMBORONDON,2026,1,328.25,50,verificado
B. CUERPO BOMBEROS DE SAMBORONDON,2026,3,60.9,10,verificado
B. CUERPO BOMBEROS DE SAMBORONDON,2026,4,77.0,7,verificado
B. CUERPO DE BOMBEROS DE GQUIL.,2026,1,5342.42,736,verificado
B. CUERPO DE BOMBEROS DE GQUIL.,2026,2,4675.29,505,verificado
B. CUERPO DE BOMBEROS DE GQUIL.,2026,3,7739.95,722,verificado
B. CUERPO DE BOMBEROS DE GQUIL.,2026,4,4460.97,300,verificado
B. CUERPO DE BOMBEROS DE GQUIL.,2026,5,5368.45,251,verificado
B. CUERPO DE BOMBEROS DE GQUIL.,2026,6,708.59,30,verificado
BABOLAT,2026,4,2059.2,1,verificado
BABY CENTER,2026,2,1500.11,5,verificado
BABY CENTER,2026,3,208.01,1,verificado
BABY CENTER,2026,5,511.89,2,verificado
BABY S,2026,2,201.1,1,verificado
BABY S,2026,3,1853.37,11,verificado
BABY S,2026,5,2047.56,8,verificado
BABYBOOKS,2026,4,558.04,3,verificado
BABYS PAAP,2026,3,832.06,4,verificado
BABYSEC,2026,3,2862.95,41,verificado
BABYSEC,2026,4,10606.88,174,verificado
BABYSEC,2026,5,19294.81,420,verificado
BABYSEC,2026,6,585.95,16,verificado
BACARDI,2026,2,603.3,3,verificado
BAGANT ECUATORIANA CIA. LTDA.,2026,3,416.03,2,verificado
BAGO,2026,2,5045.94,18,verificado
BAGO,2026,3,5477.45,9,verificado
BAGO,2026,4,2480.19,10,verificado
BAGO,2026,5,3092.09,58,verificado
BAGO VITAL,2026,4,1438.01,5,verificado
BAGO VITAL,2026,5,995.55,3,verificado
BAGO VITAL,2026,6,560.04,2,verificado
BAGO+,2026,2,39424.62,63,verificado
BAGO+,2026,3,16535.67,36,verificado
BAGO+,2026,4,8052.84,18,verificado
BAGO+,2026,5,6789.28,21,verificado
BAHCO,2026,3,1645.36,10,verificado
BAHCO,2026,5,767.84,3,verificado
BAHIA MALL,2026,1,320.77,56,verificado
BAHIA MALL,2026,3,343.68,60,verificado
BAHIA MALL,2026,4,777.59,86,verificado
BAHIA MALL,2026,5,759.51,84,verificado
BAHIA MALL,2026,6,72.33,8,verificado
BAIC,2026,2,10588.61,444,verificado
BAIC,2026,3,1407.82,21,verificado
BAIC,2026,4,4409.16,222,verificado
BAIC,2026,5,1965.69,33,verificado
BAIC,2026,6,37.5,6,verificado
BAJAJ,2026,2,1407.71,7,verificado
BAJAJ,2026,3,3501.29,18,verificado
BAJAJ,2026,5,767.84,3,verificado
BAKELS,2026,3,308.34,1,verificado
BALANCEADOS NUTRITIVOS,2026,5,3640.25,13,verificado
BALANDRA,2026,4,46.0,6,verificado
BALANDRA REST.,2026,4,402.2,2,verificado
BAMBO NATURE,2026,5,1023.78,4,verificado
BAMBU,2026,1,60.09,13,verificado
BAMBU,2026,3,164.54,1,verificado
BAMBU,2026,4,2614.28,9,verificado
BAMBU,2026,5,9725.9,32,verificado
BAN ECUADOR,2026,1,3847.96,535,verificado
BAN ECUADOR,2026,2,157.77,90,verificado
BAN ECUADOR,2026,4,5107.32,1,verificado
BAN ECUADOR,2026,5,23.1,3,verificado
BAN RED,2026,2,268.88,1,verificado
BANANA TIME,2026,2,1673.1,1,verificado
BANANA TIME,2026,4,2700.0,1,verificado
BANANA TIME,2026,6,11.2,1,verificado
BANANERA ALAMOS S.A,2026,3,143.4,1,verificado
BANANERA LAS MERCEDES S.A.,2026,3,114.72,1,verificado
BANANERA LAS MERCEDES S.A.,2026,5,301.14,1,verificado
BANARIEGO CIA LTDA,2026,2,201.1,1,verificado
BANARIEGO CIA LTDA,2026,3,493.61,3,verificado
BANCO AMAZONAS,2026,1,866.11,161,verificado
BANCO AMAZONAS,2026,2,1045.03,210,verificado
BANCO AMAZONAS,2026,3,3122.19,338,verificado
BANCO AMAZONAS,2026,4,4852.3,132,verificado
BANCO AMAZONAS,2026,5,45852.08,332,verificado
BANCO AMAZONAS,2026,6,5410.37,41,verificado
BANCO ATLANTIDA,2026,1,2227.58,259,verificado
BANCO ATLANTIDA,2026,4,2690.06,3,verificado
BANCO ATLANTIDA,2026,5,215.1,1,verificado
BANCO ATLANTIDA,2026,6,87.83,1,verificado
BANCO BOLIVARIANO,2026,1,19779.71,387,verificado
BANCO BOLIVARIANO,2026,2,37951.22,2247,verificado
BANCO BOLIVARIANO,2026,3,111723.75,5039,verificado
BANCO BOLIVARIANO,2026,4,60264.3,4039,verificado
BANCO BOLIVARIANO,2026,5,52906.65,3625,verificado
BANCO BOLIVARIANO,2026,6,1000.28,190,verificado
BANCO COOPNACIONAL,2026,1,14079.34,1663,verificado
BANCO COOPNACIONAL,2026,2,11222.17,1404,verificado
BANCO COOPNACIONAL,2026,3,16792.78,2127,verificado
BANCO COOPNACIONAL,2026,4,28863.29,1910,verificado
BANCO COOPNACIONAL,2026,5,24034.02,2214,verificado
BANCO COOPNACIONAL,2026,6,1975.05,190,verificado
BANCO DE LITORAL,2026,3,143.4,1,verificado
BANCO DE LITORAL,2026,4,4422.46,2,verificado
BANCO DE LOJA,2026,3,416.03,2,verificado
BANCO DE LOJA,2026,4,578.34,1,verificado
BANCO DE LOJA,2026,5,1444.03,11,verificado
BANCO DE MACHALA,2026,2,1888.98,6,verificado
BANCO DE MACHALA,2026,3,4478.47,40,verificado
BANCO DE MACHALA,2026,4,27118.53,143,verificado
BANCO DE MACHALA,2026,5,2317.59,10,verificado
BANCO DE MACHALA,2026,6,534.16,1,verificado
BANCO DEL AUSTRO,2026,1,150.19,17,verificado
BANCO DEL AUSTRO,2026,2,12079.05,39,verificado
BANCO DEL AUSTRO,2026,3,21104.71,286,verificado
BANCO DEL AUSTRO,2026,4,31998.83,128,verificado
BANCO DEL AUSTRO,2026,5,22934.92,78,verificado
BANCO DEL AUSTRO,2026,6,1120.08,4,verificado
BANCO DEL IESS,2026,1,4552.59,551,verificado
BANCO DEL IESS,2026,2,412.29,69,verificado
BANCO DEL IESS,2026,3,4805.11,319,verificado
BANCO DEL IESS,2026,4,32265.33,395,verificado
BANCO DEL IESS,2026,5,59591.98,1099,verificado
BANCO DEL IESS,2026,6,4605.13,74,verificado
BANCO DEL PACIFICO,2026,1,279472.33,12254,verificado
BANCO DEL PACIFICO,2026,2,230418.7,11770,verificado
BANCO DEL PACIFICO,2026,3,269879.64,13213,verificado
BANCO DEL PACIFICO,2026,4,439953.2,10405,verificado
BANCO DEL PACIFICO,2026,5,360476.66,14000,verificado
BANCO DEL PACIFICO,2026,6,25689.91,979,verificado
BANCO DELBANK S.A.,2026,1,161.32,1,verificado
BANCO DELBANK S.A.,2026,5,250.95,1,verificado
BANCO DESARROLLO,2026,3,3804.61,3,verificado
BANCO DESARROLLO,2026,4,9714.63,5,verificado
BANCO DESARROLLO,2026,5,1075.5,1,verificado
BANCO GENERAL RUMIÑAHUI,2026,2,8595.52,21,verificado
BANCO GENERAL RUMIÑAHUI,2026,3,8637.29,250,verificado
BANCO GENERAL RUMIÑAHUI,2026,4,32004.68,741,verificado
BANCO GENERAL RUMIÑAHUI,2026,5,11686.11,222,verificado
BANCO GENERAL RUMIÑAHUI,2026,6,166.1,1,verificado
BANCO GUAYAQUIL,2026,1,79435.75,3162,verificado
BANCO GUAYAQUIL,2026,2,276932.63,7016,verificado
BANCO GUAYAQUIL,2026,3,153694.77,5092,verificado
BANCO GUAYAQUIL,2026,4,197348.55,5604,verificado
BANCO GUAYAQUIL,2026,5,280442.26,7873,verificado
BANCO GUAYAQUIL,2026,6,5217.62,158,verificado
BANCO INTERAMERICANO DE DESAROLLO,2026,3,6115.96,33,verificado
BANCO INTERAMERICANO DE DESAROLLO,2026,4,10785.62,42,verificado
BANCO INTERNACIONAL,2026,2,8657.82,49,verificado
BANCO INTERNACIONAL,2026,3,14182.73,93,verificado
BANCO INTERNACIONAL,2026,4,38674.32,224,verificado
BANCO INTERNACIONAL,2026,5,18570.78,84,verificado
BANCO INTERNACIONAL,2026,6,280.02,1,verificado
BANCO MANABI,2026,1,402.52,57,verificado
BANCO MANABI,2026,2,3652.69,8,verificado
BANCO MANABI,2026,3,35573.29,1331,verificado
BANCO MANABI,2026,4,73396.95,2526,verificado
BANCO MANABI,2026,5,136771.44,3451,verificado
BANCO MANABI,2026,6,5576.05,192,verificado
BANCO PICHINCHA,2026,1,63692.44,831,verificado
BANCO PICHINCHA,2026,2,201480.63,3498,verificado
BANCO PICHINCHA,2026,3,372498.8,7715,verificado
BANCO PICHINCHA,2026,4,556972.62,7731,verificado
BANCO PICHINCHA,2026,5,638017.71,10609,verificado
BANCO PICHINCHA,2026,6,32318.51,751,verificado
BANCO PROCREDIT,2026,2,201.1,1,verificado
BANCO PROCREDIT,2026,3,104.01,2,verificado
BANCO PROCREDIT,2026,4,1265.23,116,verificado
BANCO PROCREDIT,2026,5,4914.8,297,verificado
BANCO PROCREDIT,2026,6,280.02,1,verificado
BANCO PROMERICA,2026,2,413.53,5,verificado
BANCO SOLIDARIO,2026,2,4537.36,394,verificado
BANCO SOLIDARIO,2026,3,4255.05,177,verificado
BANCO SOLIDARIO,2026,4,2500.88,3,verificado
BANCO SOLIDARIO,2026,5,1144.9,3,verificado
BANCO SUDAMERICANO,2026,3,7313.4,1,verificado
BANCO VISION FUND,2026,1,3594.03,225,verificado
BANCO VISION FUND,2026,2,9047.94,313,verificado
BANCO VISION FUND,2026,3,5981.44,416,verificado
BANCO VISION FUND,2026,4,10749.73,149,verificado
BANCO VISION FUND,2026,5,6431.54,184,verificado
BANCO VISION FUND,2026,6,418.88,14,verificado
BANKARD,2026,1,2114.96,318,verificado
BANKARD,2026,2,6653.86,135,verificado
BANKARD,2026,3,48887.89,1443,verificado
BANKARD,2026,4,34716.36,1028,verificado
BANKARD,2026,5,62263.39,1994,verificado
BANKARD,2026,6,7764.11,317,verificado
